"fairelec","contrib","concede","equalvote","turnout","equalrights","speech","protest","media","limits","judicial","facts","vote","rating"
4,4,NA,NA,NA,4,4,NA,NA,NA,NA,3,"Harris",91
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",49
NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",87
NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"Trump",50
NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,"Abstained",48
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,"Harris",8
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",45
NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,"Abstained",70
NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,"Trump",65
NA,NA,NA,4,3,NA,NA,3,NA,NA,NA,NA,"Harris",70
NA,NA,NA,4,4,NA,NA,NA,NA,4,NA,NA,"Trump",33
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Harris",48
3,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",67
4,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,"Harris",65
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",100
3,NA,NA,NA,NA,NA,NA,3,2,4,NA,1,"Abstained",62
NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",40
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",81
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",65
NA,NA,4,4,NA,NA,NA,4,NA,NA,NA,NA,"Harris",60
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Trump",95
4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Abstained",11
NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",70
4,NA,1,NA,NA,NA,NA,NA,NA,3,NA,2,"Trump",30
4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,"Trump",70
NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,"Harris",38
NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,"Harris",70
4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,4,"Harris",65
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,"Trump",36
NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,"Trump",84
NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,"Harris",60
NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,"Abstained",48
4,4,NA,4,NA,NA,3,NA,NA,NA,NA,NA,"Harris",94
NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Trump",50
NA,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,"Trump",10
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",86
NA,NA,NA,NA,NA,3,4,NA,NA,3,NA,NA,"Harris",60
NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,"Abstained",50
NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,"Harris",7
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",36
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,"Trump",0
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,"Trump",51
NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",37
NA,NA,NA,3,NA,3,3,NA,1,NA,NA,NA,"Harris",34
3,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,"Trump",69
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Harris",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Abstained",90
NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,"Trump",47
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,"Other",45
NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,"Trump",85
NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,4,"Harris",70
NA,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Trump",46
NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,"Trump",63
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",81
NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,"Abstained",57
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Other",79
4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",70
NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",40
NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,"Trump",96
4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",78
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Harris",0
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",84
NA,NA,NA,4,NA,3,3,NA,NA,NA,NA,3,"Trump",80
NA,NA,NA,NA,NA,3,NA,NA,1,3,NA,NA,"Trump",55
NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,"Abstained",63
3,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,"Abstained",80
NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,"Harris",50
3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",80
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",32
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Harris",20
4,1,NA,NA,NA,4,NA,3,NA,NA,NA,NA,"Trump",75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Abstained",41
NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Harris",82
NA,NA,2,NA,NA,NA,NA,NA,NA,3,2,NA,"Abstained",40
NA,2,NA,NA,NA,2,NA,NA,NA,NA,3,NA,"Trump",80
NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,"Harris",10
3,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,"Trump",57
4,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,"Abstained",4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",83
3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Abstained",61
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,"Trump",43
NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,"Trump",79
2,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,"Abstained",46
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Abstained",78
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,"Harris",41
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",80
NA,2,NA,4,NA,NA,NA,3,NA,NA,NA,NA,"Trump",41
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,"Harris",70
NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,"Trump",35
4,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,"Abstained",48
NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",20
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Abstained",55
NA,2,NA,NA,NA,2,NA,NA,2,4,NA,NA,"Harris",90
3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,"Trump",90
NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,"Trump",60
NA,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,"Harris",44
NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,"Other",37
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"Harris",35
4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,"Abstained",78
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Trump",49
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",69
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",70
NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,"Trump",69
4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",20
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",80
2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,"Harris",37
NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,"Harris",60
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,"Harris",71
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,"Harris",50
4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",55
NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,"Trump",86
NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,"Trump",51
NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,"Trump",80
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",65
NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,"Abstained",50
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"Abstained",59
NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,2,"Harris",50
3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",95
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,"Abstained",50
4,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,"Harris",81
NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",51
NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",35
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Trump",91
NA,3,4,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,3,3,NA,4,NA,"Harris",75
4,NA,4,NA,NA,NA,4,NA,NA,4,NA,NA,"Harris",50
NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",69
4,NA,2,NA,NA,4,NA,NA,NA,NA,4,NA,"Abstained",18
NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",65
NA,NA,NA,NA,4,NA,2,NA,NA,3,NA,2,"Abstained",55
4,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,"Trump",51
NA,NA,NA,NA,3,NA,NA,4,1,3,2,2,"Abstained",40
NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,"Abstained",51
NA,NA,NA,2,NA,NA,2,NA,NA,3,2,NA,"Abstained",52
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",61
NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,"Harris",100
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,"Trump",70
NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,"Harris",61
NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",88
NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,"Abstained",91
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",78
NA,NA,NA,NA,NA,NA,4,3,NA,3,NA,NA,"Abstained",43
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",75
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,"Trump",66
NA,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,"Trump",30
NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,"Abstained",35
NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,"Trump",46
NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,4,"Trump",58
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Harris",76
NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,"Harris",48
4,2,NA,NA,NA,NA,3,NA,NA,4,NA,NA,"Harris",40
NA,NA,NA,NA,2,NA,NA,NA,NA,NA,4,NA,"Trump",70
NA,3,NA,NA,NA,NA,NA,NA,4,3,NA,NA,"Harris",100
NA,4,NA,1,2,NA,NA,NA,NA,NA,2,3,"Abstained",55
NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,"Trump",56
NA,NA,1,NA,NA,3,NA,NA,NA,NA,2,NA,"Abstained",41
NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Harris",25
4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",78
NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,NA,"Other",20
NA,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",40
NA,NA,NA,NA,NA,4,NA,3,3,NA,NA,NA,"Harris",67
4,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",81
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,"Abstained",70
NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,"Abstained",75
4,NA,NA,NA,3,NA,3,NA,NA,3,NA,3,"Abstained",29
NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,"Abstained",48
NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Harris",90
NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,3,"Trump",72
4,NA,4,NA,4,NA,NA,4,NA,NA,NA,NA,"Trump",100
NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,NA,"Trump",84
NA,3,NA,NA,NA,4,NA,NA,NA,NA,3,NA,"Harris",80
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Abstained",61
4,NA,NA,4,NA,NA,NA,4,NA,4,NA,NA,"Abstained",49
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",50
NA,NA,NA,4,NA,3,NA,NA,NA,3,NA,NA,"Harris",4
NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,2,"Harris",75
4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",74
4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,"Abstained",64
NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,"Harris",41
4,NA,NA,NA,NA,NA,4,NA,3,4,NA,NA,"Abstained",37
4,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,"Abstained",3
NA,NA,NA,NA,3,NA,3,3,NA,NA,3,NA,"Abstained",4
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",75
4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,"Abstained",40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",41
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",75
2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",57
NA,NA,NA,NA,3,NA,NA,3,NA,3,NA,NA,"Trump",76
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",70
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,"Trump",5
4,1,NA,NA,NA,NA,NA,NA,NA,4,NA,3,"Harris",20
NA,NA,3,NA,3,NA,3,NA,NA,NA,3,NA,"Harris",91
NA,NA,NA,NA,2,NA,NA,NA,NA,3,3,NA,"Abstained",75
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",24
NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,"Trump",70
NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,2,"Harris",75
NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,3,"Trump",70
NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,"Harris",66
NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,"Trump",25
NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,4,"Abstained",85
NA,2,NA,NA,1,4,NA,NA,NA,NA,NA,NA,"Abstained",26
NA,NA,NA,3,3,NA,NA,NA,2,NA,NA,NA,"Trump",50
NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,"Abstained",46
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",77
NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,"Other",70
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,"Harris",80
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",64
NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,"Other",0
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Harris",47
NA,NA,NA,4,4,NA,NA,4,NA,4,NA,4,"Harris",100
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",51
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,"Abstained",79
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Trump",68
NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,"Harris",45
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",54
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abstained",30
2,NA,3,NA,NA,3,3,NA,NA,2,NA,3,"Harris",79
NA,NA,NA,NA,NA,2,NA,2,2,NA,2,NA,"Trump",39
NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,"Harris",10
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Trump",71
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Abstained",47
NA,NA,2,NA,NA,NA,2,NA,NA,4,4,NA,"Harris",70
NA,NA,1,2,3,NA,NA,NA,2,NA,NA,NA,"Trump",17
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Abstained",75
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"Harris",55
NA,4,NA,4,3,NA,NA,NA,NA,4,NA,NA,"Abstained",5
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,"Abstained",50
NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,"Harris",85
NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,"Abstained",42
NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",50
NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,"Harris",71
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Harris",67
NA,4,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Trump",83
NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,4,"Trump",40
NA,NA,NA,4,NA,NA,3,NA,NA,NA,4,NA,"Harris",31
4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"Abstained",62
NA,NA,3,NA,NA,NA,NA,4,NA,NA,3,NA,"Abstained",70
NA,NA,NA,4,3,NA,3,3,NA,NA,NA,NA,"Harris",55
NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,"Abstained",52
NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Trump",69
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,"Harris",42
NA,4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,"Harris",78
NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",85
NA,NA,NA,NA,2,3,NA,NA,NA,4,NA,NA,"Harris",100
NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trump",90
4,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,"Harris",100
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",73
3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,"Trump",70
NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,"Harris",42
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,"Harris",16
NA,NA,NA,NA,NA,3,2,NA,NA,2,NA,3,"Trump",54
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Harris",60
NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,"Harris",60
NA,4,NA,4,2,NA,NA,NA,3,NA,2,NA,"Abstained",65
NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Abstained",21
NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,"Trump",72
NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,"Abstained",60
NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,"Abstained",51
4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Trump",80
NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,NA,"Trump",20
NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,"Harris",71
NA,NA,3,4,NA,NA,NA,NA,2,2,NA,NA,"Abstained",79
4,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Harris",64
NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,"Harris",50
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Trump",45
NA,NA,NA,3,3,NA,NA,3,3,NA,NA,2,"Other",70
NA,NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,"Harris",78
NA,NA,NA,4,NA,NA,NA,4,NA,4,NA,NA,"Trump",45
NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,"Abstained",37
NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"Harris",0
NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,"Trump",36
4,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,"Abstained",47
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",78
NA,NA,NA,4,NA,4,3,NA,NA,NA,NA,NA,"Trump",24
4,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",40
4,NA,NA,NA,NA,NA,NA,4,3,NA,4,NA,"Trump",41
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",30
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,"Other",26
3,NA,NA,2,2,NA,NA,3,NA,NA,NA,2,"Harris",45
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"Harris",100
NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,"Trump",51
NA,3,NA,NA,NA,3,NA,2,NA,NA,NA,NA,"Harris",28
NA,NA,NA,NA,4,NA,NA,4,NA,4,NA,4,"Trump",30
NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,4,"Abstained",74
NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,"Abstained",50
NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,"Harris",34
4,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,"Abstained",41
4,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,"Harris",89
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,"Harris",50
NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",40
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",91
NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,"Harris",40
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Trump",80
NA,4,NA,NA,NA,NA,NA,NA,4,NA,NA,3,"Harris",50
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",68
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,"Harris",60
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Other",60
NA,NA,NA,4,NA,4,NA,NA,4,NA,NA,NA,"Harris",40
4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Abstained",95
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,"Harris",48
2,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,"Abstained",50
NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,"Harris",80
NA,NA,NA,NA,4,NA,2,NA,NA,NA,4,NA,"Harris",27
NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,"Abstained",10
NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,3,"Harris",50
4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,"Harris",75
4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,"Trump",80
NA,2,4,4,NA,NA,4,NA,NA,NA,NA,NA,"Harris",51
NA,1,NA,NA,NA,4,NA,4,NA,NA,NA,NA,"Trump",2
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,3,"Abstained",41
NA,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,"Trump",60
NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,2,"Harris",70
NA,NA,NA,3,4,NA,NA,3,2,3,NA,NA,"Abstained",69
4,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"Trump",98
4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Trump",80
NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Abstained",50
4,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,"Harris",79
4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"Abstained",58
4,NA,NA,4,NA,NA,NA,NA,NA,3,NA,4,"Harris",89
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",75
NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,"Trump",81
NA,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,"Harris",73
NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Harris",64
NA,NA,NA,NA,NA,4,3,NA,NA,NA,3,3,"Harris",40
NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,"Harris",19
NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,3,"Harris",65
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Abstained",100
NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,NA,"Harris",40
NA,NA,3,NA,NA,NA,NA,3,NA,NA,4,NA,"Harris",48
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris",71
